id,sample_accession,study_accession
ERR228001,SAMEA1707305,PRJEB2138
ERR228002,SAMEA1707311,PRJEB2138
ERR228003,SAMEA1707300,PRJEB2138
ERR228004,SAMEA1707291,PRJEB2138
ERR228005,SAMEA1707342,PRJEB2138
ERR228006,SAMEA1707511,PRJEB2138
ERR228007,SAMEA1707520,PRJEB2138
ERR228008,SAMEA1707529,PRJEB2138
ERR228009,SAMEA1707500,PRJEB2138
ERR228010,SAMEA1707507,PRJEB2138
ERR228011,SAMEA1707542,PRJEB2138
ERR228012,SAMEA1707548,PRJEB2138
ERR228013,SAMEA1707535,PRJEB2138
ERR228014,SAMEA1707532,PRJEB2138
ERR228015,SAMEA1707536,PRJEB2138
ERR228016,SAMEA1707201,PRJEB2138
ERR228017,SAMEA1707194,PRJEB2138
ERR228018,SAMEA1707206,PRJEB2138
ERR228019,SAMEA1707210,PRJEB2138
ERR228020,SAMEA1707215,PRJEB2138
ERR228021,SAMEA1707221,PRJEB2138
ERR228022,SAMEA1707226,PRJEB2138
ERR228023,SAMEA1707231,PRJEB2138
ERR228024,SAMEA1707252,PRJEB2138
ERR228025,SAMEA1707258,PRJEB2138
ERR228026,SAMEA1707464,PRJEB2138
ERR228027,SAMEA1707455,PRJEB2138
ERR228028,SAMEA1707450,PRJEB2138
ERR228029,SAMEA1707438,PRJEB2138
ERR228031,SAMEA1707434,PRJEB2138
ERR228032,SAMEA1707425,PRJEB2138
ERR228033,SAMEA1707417,PRJEB2138
ERR228034,SAMEA1707403,PRJEB2138
ERR228035,SAMEA1707519,PRJEB2138
ERR228036,SAMEA1707150,PRJEB2138
ERR228037,SAMEA1707148,PRJEB2138
ERR228038,SAMEA1707124,PRJEB2138
ERR228039,SAMEA1707117,PRJEB2138
ERR228040,SAMEA1707141,PRJEB2138
ERR228043,SAMEA1707187,PRJEB2138
ERR228044,SAMEA1707182,PRJEB2138
ERR228045,SAMEA1707199,PRJEB2138
ERR228046,SAMEA1707290,PRJEB2138
ERR228047,SAMEA1707302,PRJEB2138
ERR228048,SAMEA1707310,PRJEB2138
ERR228049,SAMEA1707316,PRJEB2138
ERR228050,SAMEA1707323,PRJEB2138
ERR228052,SAMEA1707335,PRJEB2138
ERR228053,SAMEA1707338,PRJEB2138
ERR228055,SAMEA1707288,PRJEB2138
ERR228056,SAMEA1707163,PRJEB2138
ERR228057,SAMEA1707169,PRJEB2138
ERR228058,SAMEA1707147,PRJEB2138
ERR228059,SAMEA1707146,PRJEB2138
ERR228060,SAMEA1707151,PRJEB2138
ERR228061,SAMEA1707149,PRJEB2138
ERR228062,SAMEA1707125,PRJEB2138
ERR228063,SAMEA1707121,PRJEB2138
ERR228064,SAMEA1707114,PRJEB2138
ERR228065,SAMEA1707135,PRJEB2138
ERR228067,SAMEA1707448,PRJEB2138
ERR228068,SAMEA1707451,PRJEB2138
ERR228069,SAMEA1707440,PRJEB2138
ERR229915,SAMEA1707435,PRJEB2138
ERR229917,SAMEA1707415,PRJEB2138
ERR229918,SAMEA1707402,PRJEB2138
ERR229919,SAMEA1707407,PRJEB2138
ERR229920,SAMEA1707397,PRJEB2138
ERR229921,SAMEA1707223,PRJEB2138
ERR229922,SAMEA1707234,PRJEB2138
ERR229923,SAMEA1707244,PRJEB2138
ERR229924,SAMEA1707261,PRJEB2138
ERR229925,SAMEA1707267,PRJEB2138
ERR229926,SAMEA1707279,PRJEB2138
ERR229927,SAMEA1707159,PRJEB2138
ERR229928,SAMEA1707156,PRJEB2138
ERR229929,SAMEA1707179,PRJEB2138
ERR229931,SAMEA1707575,PRJEB2138
ERR229932,SAMEA1707552,PRJEB2138
ERR229934,SAMEA1707478,PRJEB2138
ERR229935,SAMEA1707484,PRJEB2138
ERR229936,SAMEA1707490,PRJEB2138
ERR229937,SAMEA1707470,PRJEB2138
ERR229938,SAMEA1707473,PRJEB2138
ERR229939,SAMEA1707513,PRJEB2138
ERR229940,SAMEA1707523,PRJEB2138
ERR229941,SAMEA1707380,PRJEB2138
ERR229942,SAMEA1707250,PRJEB2138
ERR229943,SAMEA1707229,PRJEB2138
ERR229944,SAMEA1707277,PRJEB2138
ERR229945,SAMEA1707264,PRJEB2138
ERR229946,SAMEA1707271,PRJEB2138
ERR229947,SAMEA1707213,PRJEB2138
ERR229948,SAMEA1707208,PRJEB2138
ERR229949,SAMEA1707225,PRJEB2138
ERR229950,SAMEA1707217,PRJEB2138
ERR229953,SAMEA1707452,PRJEB2138
ERR229954,SAMEA1707442,PRJEB2138
ERR229955,SAMEA1707460,PRJEB2138
ERR229956,SAMEA1707458,PRJEB2138
ERR229957,SAMEA1707413,PRJEB2138
ERR229958,SAMEA1707418,PRJEB2138
ERR229959,SAMEA1707406,PRJEB2138
ERR229960,SAMEA1707437,PRJEB2138
ERR229961,SAMEA1707505,PRJEB2138
ERR229962,SAMEA1707516,PRJEB2138
ERR229964,SAMEA1707526,PRJEB2138
ERR229965,SAMEA1707467,PRJEB2138
ERR229966,SAMEA1707477,PRJEB2138
ERR229967,SAMEA1707482,PRJEB2138
ERR229968,SAMEA1707491,PRJEB2138
ERR229969,SAMEA1707486,PRJEB2138
ERR229970,SAMEA1707203,PRJEB2138
ERR229971,SAMEA1707329,PRJEB2138
ERR229972,SAMEA1707304,PRJEB2138
ERR229973,SAMEA1707312,PRJEB2138
ERR229975,SAMEA1707293,PRJEB2138
ERR229976,SAMEA1707299,PRJEB2138
ERR229977,SAMEA1707272,PRJEB2138
ERR229978,SAMEA1707278,PRJEB2138
ERR229979,SAMEA1707239,PRJEB2138
ERR229981,SAMEA1707579,PRJEB2138
ERR229982,SAMEA1707549,PRJEB2138
ERR229983,SAMEA1707556,PRJEB2138
ERR229984,SAMEA1707373,PRJEB2138
ERR229985,SAMEA1707370,PRJEB2138
ERR229986,SAMEA1707360,PRJEB2138
ERR229987,SAMEA1707353,PRJEB2138
ERR229989,SAMEA1707398,PRJEB2138
ERR229990,SAMEA1707393,PRJEB2138
ERR229991,SAMEA1707274,PRJEB2138
ERR229992,SAMEA1707292,PRJEB2138
ERR229993,SAMEA1707295,PRJEB2138
ERR229994,SAMEA1707307,PRJEB2138
ERR229995,SAMEA1707317,PRJEB2138
ERR229997,SAMEA1707327,PRJEB2138
ERR229998,SAMEA1707334,PRJEB2138
ERR229999,SAMEA1707337,PRJEB2138
ERR230001,SAMEA1707530,PRJEB2138
ERR230002,SAMEA1707496,PRJEB2138
ERR230003,SAMEA1707504,PRJEB2138
ERR230004,SAMEA1707479,PRJEB2138
ERR230005,SAMEA1707488,PRJEB2138
ERR230006,SAMEA1707468,PRJEB2138
ERR230007,SAMEA1707471,PRJEB2138
ERR230008,SAMEA1707475,PRJEB2138
ERR230010,SAMEA1707577,PRJEB2138
ERR234556,SAMEA1707145,PRJEB2138
ERR234557,SAMEA1707176,PRJEB2138
ERR234558,SAMEA1707167,PRJEB2138
ERR234559,SAMEA1707165,PRJEB2138
ERR234560,SAMEA1707157,PRJEB2138
ERR234561,SAMEA1707152,PRJEB2138
ERR234562,SAMEA1707202,PRJEB2138
ERR234563,SAMEA1707196,PRJEB2138
ERR234565,SAMEA1707356,PRJEB2138
ERR234569,SAMEA1707384,PRJEB2138
ERR234573,SAMEA1707388,PRJEB2138
ERR234574,SAMEA1707315,PRJEB2138
ERR234575,SAMEA1707286,PRJEB2138
ERR234576,SAMEA1707298,PRJEB2138
ERR234577,SAMEA1707340,PRJEB2138
ERR234578,SAMEA1707347,PRJEB2138
ERR234580,SAMEA1707332,PRJEB2138
ERR234581,SAMEA1707331,PRJEB2138
ERR234582,SAMEA1707144,PRJEB2138
ERR234584,SAMEA1707543,PRJEB2138
ERR234585,SAMEA1707533,PRJEB2138
ERR234586,SAMEA1707537,PRJEB2138
ERR234589,SAMEA1707574,PRJEB2138
ERR234590,SAMEA1707551,PRJEB2138
ERR234591,SAMEA1707557,PRJEB2138
ERR234592,SAMEA1707375,PRJEB2138
ERR234593,SAMEA1707368,PRJEB2138
ERR234594,SAMEA1707339,PRJEB2138
ERR234595,SAMEA1707296,PRJEB2138
ERR234596,SAMEA1707287,PRJEB2138
ERR234597,SAMEA1707318,PRJEB2138
ERR234598,SAMEA1707320,PRJEB2138
ERR234599,SAMEA1707308,PRJEB2138
ERR234600,SAMEA1707242,PRJEB2138
ERR234602,SAMEA1707284,PRJEB2138
ERR234603,SAMEA1707266,PRJEB2138
ERR234606,SAMEA1707139,PRJEB2138
ERR234607,SAMEA1707573,PRJEB2138
ERR234608,SAMEA1707562,PRJEB2138
ERR234609,SAMEA1707565,PRJEB2138
ERR234610,SAMEA1707558,PRJEB2138
ERR234614,SAMEA1707419,PRJEB2138
ERR234616,SAMEA1707394,PRJEB2138
ERR234617,SAMEA1707379,PRJEB2138
ERR234618,SAMEA1707387,PRJEB2138
ERR234619,SAMEA1707364,PRJEB2138
ERR234620,SAMEA1707362,PRJEB2138
ERR234622,SAMEA1707348,PRJEB2138
ERR234623,SAMEA1707358,PRJEB2138
ERR234624,SAMEA1707166,PRJEB2138
ERR234627,SAMEA1707184,PRJEB2138
ERR234630,SAMEA1707205,PRJEB2138
ERR234631,SAMEA1707198,PRJEB2138
ERR234633,SAMEA1707126,PRJEB2138
ERR234634,SAMEA1707521,PRJEB2138
ERR234637,SAMEA1707502,PRJEB2138
ERR234638,SAMEA1707494,PRJEB2138
ERR234639,SAMEA1707424,PRJEB2138
ERR234640,SAMEA1707431,PRJEB2138
ERR234641,SAMEA1707410,PRJEB2138
ERR234642,SAMEA1707401,PRJEB2138
ERR234645,SAMEA1707120,PRJEB2138
ERR234646,SAMEA1707191,PRJEB2138
ERR234647,SAMEA1707189,PRJEB2138
ERR234648,SAMEA1707197,PRJEB2138
ERR234649,SAMEA1707180,PRJEB2138
ERR234650,SAMEA1707188,PRJEB2138
ERR234651,SAMEA1707171,PRJEB2138
ERR234652,SAMEA1707433,PRJEB2138
ERR234653,SAMEA1707427,PRJEB2138
ERR234654,SAMEA1707422,PRJEB2138
ERR234655,SAMEA1707414,PRJEB2138
ERR234657,SAMEA1707235,PRJEB2138
ERR234658,SAMEA1707253,PRJEB2138
ERR234660,SAMEA1707270,PRJEB2138
ERR234661,SAMEA1707282,PRJEB2138
ERR234662,SAMEA1707137,PRJEB2138
ERR234663,SAMEA1707130,PRJEB2138
ERR234664,SAMEA1707134,PRJEB2138
ERR234667,SAMEA1707200,PRJEB2138
ERR234668,SAMEA1707192,PRJEB2138
ERR234669,SAMEA1707160,PRJEB2138
ERR234671,SAMEA1707153,PRJEB2138
ERR234672,SAMEA1707426,PRJEB2138
ERR234674,SAMEA1707408,PRJEB2138
ERR234683,SAMEA1707218,PRJEB2138
ERR234684,SAMEA1707246,PRJEB2138
ERR234685,SAMEA1707233,PRJEB2138
ERR234686,SAMEA1707240,PRJEB2138
ERR234687,SAMEA1707280,PRJEB2138
ERR234688,SAMEA1707269,PRJEB2138
ERR234689,SAMEA1707154,PRJEB2138
ERR234690,SAMEA1707162,PRJEB2138
ERR234691,SAMEA1707170,PRJEB2138
ERR234692,SAMEA1707466,PRJEB2138
ERR234693,SAMEA1707487,PRJEB2138
ERR234694,SAMEA1707480,PRJEB2138
ERR234695,SAMEA1707508,PRJEB2138
ERR234696,SAMEA1707498,PRJEB2138
ERR234697,SAMEA1707527,PRJEB2138
ERR234698,SAMEA1707524,PRJEB2138
ERR234699,SAMEA1707514,PRJEB2138
ERR2432984,SAMEA104708028,NA
ERR2432985,SAMEA104708029,NA
ERR2432986,SAMEA104708030,NA
ERR2432987,SAMEA104708031,NA
ERR2432988,SAMEA104708032,NA
ERR2432989,SAMEA104708033,NA
ERR2432990,SAMEA104708034,NA
ERR2432992,SAMEA104708036,NA
ERR2432993,SAMEA104708037,NA
ERR2432994,SAMEA104708038,NA
ERR2432995,SAMEA104708039,NA
ERR2432996,SAMEA104708040,NA
ERR2432998,SAMEA104708042,NA
ERR2432999,SAMEA104708043,NA
ERR2433000,SAMEA104708044,NA
ERR2433001,SAMEA104708045,NA
ERR2433002,SAMEA104708046,NA
ERR2433003,SAMEA104708047,NA
ERR2433004,SAMEA104708048,NA
ERR2433005,SAMEA104708049,NA
ERR2433006,SAMEA104708050,NA
ERR2433009,SAMEA104708053,NA
ERR2433011,SAMEA104708055,NA
ERR2433012,SAMEA104708056,NA
ERR2433013,SAMEA104708057,NA
ERR245646,SAMEA1708473,NA
ERR245647,SAMEA1708493,NA
ERR245648,SAMEA1708479,NA
ERR245649,SAMEA1708198,NA
ERR245650,SAMEA1708216,NA
ERR245651,SAMEA1708225,NA
ERR245652,SAMEA1708241,NA
ERR245653,SAMEA1708309,NA
ERR245654,SAMEA1708280,NA
ERR245655,SAMEA1708265,NA
ERR245656,SAMEA1708400,NA
ERR245657,SAMEA1708430,NA
ERR245658,SAMEA1708356,NA
ERR245659,SAMEA1708332,NA
ERR245660,SAMEA1708368,NA
ERR245661,SAMEA1708463,NA
ERR245663,SAMEA1708256,NA
ERR245664,SAMEA1708438,NA
ERR245665,SAMEA1708450,NA
ERR245666,SAMEA1708475,NA
ERR245667,SAMEA1708490,NA
ERR245668,SAMEA1708348,NA
ERR245669,SAMEA1708380,NA
ERR245670,SAMEA1708362,NA
ERR245672,SAMEA1708418,NA
ERR245673,SAMEA1708263,NA
ERR245674,SAMEA1708266,NA
ERR245676,SAMEA1708231,NA
ERR245677,SAMEA1708251,NA
ERR245678,SAMEA1708193,NA
ERR245679,SAMEA1708210,NA
ERR245680,SAMEA1708474,NA
ERR245681,SAMEA1708464,NA
ERR245682,SAMEA1708482,NA
ERR245683,SAMEA1708424,NA
ERR245684,SAMEA1708403,NA
ERR245685,SAMEA1708396,NA
ERR245686,SAMEA1708370,NA
ERR245687,SAMEA1708330,NA
ERR245688,SAMEA1708200,NA
ERR245689,SAMEA1708221,NA
ERR245690,SAMEA1708234,NA
ERR245691,SAMEA1708254,NA
ERR245692,SAMEA1708253,NA
ERR245693,SAMEA1708322,NA
ERR245694,SAMEA1708300,NA
ERR245695,SAMEA1708361,NA
ERR245696,SAMEA1708382,NA
ERR245697,SAMEA1708349,NA
ERR245698,SAMEA1708421,NA
ERR245699,SAMEA1708392,NA
ERR245700,SAMEA1708451,NA
ERR245701,SAMEA1708439,NA
ERR245702,SAMEA1708484,NA
ERR245703,SAMEA1708248,NA
ERR245704,SAMEA1708232,NA
ERR245705,SAMEA1708217,NA
ERR245707,SAMEA1708188,NA
ERR245708,SAMEA1708313,NA
ERR245709,SAMEA1708290,NA
ERR245710,SAMEA1708284,NA
ERR245711,SAMEA1708271,NA
ERR245712,SAMEA1708420,NA
ERR245713,SAMEA1708208,NA
ERR245714,SAMEA1708191,NA
ERR245715,SAMEA1708324,NA
ERR245717,SAMEA1708286,NA
ERR245718,SAMEA1708273,NA
ERR245719,SAMEA1708261,NA
ERR245720,SAMEA1708405,NA
ERR245721,SAMEA1708417,NA
ERR245722,SAMEA1708342,NA
ERR245723,SAMEA1708457,NA
ERR245724,SAMEA1708442,NA
ERR245725,SAMEA1708489,NA
ERR245726,SAMEA1708466,NA
ERR245727,SAMEA1708213,NA
ERR245728,SAMEA1708202,NA
ERR245729,SAMEA1708190,NA
ERR245730,SAMEA1708247,NA
ERR245731,SAMEA1708226,NA
ERR245732,SAMEA1708285,NA
ERR245733,SAMEA1708318,NA
ERR245734,SAMEA1708316,NA
ERR245735,SAMEA1708477,NA
ERR245736,SAMEA1708462,NA
ERR245737,SAMEA1708455,NA
ERR245738,SAMEA1708446,NA
ERR245739,SAMEA1708428,NA
ERR245741,SAMEA1708386,NA
ERR245742,SAMEA1708385,NA
ERR245743,SAMEA1708376,NA
ERR245744,SAMEA1708354,NA
ERR245745,SAMEA1708293,NA
ERR245746,SAMEA1708298,NA
ERR245747,SAMEA1708366,NA
ERR245748,SAMEA1708333,NA
ERR245749,SAMEA1708426,NA
ERR245750,SAMEA1708408,NA
ERR245751,SAMEA1708458,NA
ERR245752,SAMEA1708445,NA
ERR245753,SAMEA1708432,NA
ERR245755,SAMEA1708468,NA
ERR245756,SAMEA1708195,NA
ERR245757,SAMEA1708274,NA
ERR245759,SAMEA1708243,NA
ERR245760,SAMEA1708237,NA
ERR245761,SAMEA1708223,NA
ERR245762,SAMEA1708197,NA
ERR245763,SAMEA1708483,NA
ERR245765,SAMEA1708476,NA
ERR245766,SAMEA1708460,NA
ERR245767,SAMEA1708414,NA
ERR245768,SAMEA1708427,NA
ERR245770,SAMEA1708374,NA
ERR245771,SAMEA1708287,NA
ERR245773,SAMEA1708319,NA
ERR245774,SAMEA1708304,NA
ERR245775,SAMEA1708292,NA
ERR245776,SAMEA1708212,NA
ERR245777,SAMEA1708255,NA
ERR245778,SAMEA1708433,NA
ERR245779,SAMEA1708444,NA
ERR245780,SAMEA1708456,NA
ERR245781,SAMEA1708470,NA
ERR245782,SAMEA1708486,NA
ERR245783,SAMEA1708335,NA
ERR245784,SAMEA1708364,NA
ERR245785,SAMEA1708394,NA
ERR245786,SAMEA1708401,NA
ERR245787,SAMEA1708384,NA
ERR245788,SAMEA1708357,NA
ERR245789,SAMEA1708338,NA
ERR245791,SAMEA1708491,NA
ERR245792,SAMEA1708469,NA
ERR245793,SAMEA1708453,NA
ERR245796,SAMEA1708239,NA
ERR245798,SAMEA1708267,NA
ERR245799,SAMEA1708277,NA
ERR245800,SAMEA1708307,NA
ERR245802,SAMEA1708311,NA
ERR245803,SAMEA1708372,NA
ERR245804,SAMEA1708340,NA
ERR245805,SAMEA1708419,NA
ERR245806,SAMEA1708388,NA
ERR245807,SAMEA1708412,NA
ERR245808,SAMEA1708336,NA
ERR245811,SAMEA1708314,NA
ERR245812,SAMEA1708325,NA
ERR245813,SAMEA1708268,NA
ERR245826,SAMEA1708422,NA
ERR245827,SAMEA1708310,NA
ERR245828,SAMEA1708328,NA
ERR245829,SAMEA1708306,NA
ERR245830,SAMEA1708219,NA
ERR245831,SAMEA1708187,NA
ERR245832,SAMEA1708242,NA
ERR245833,SAMEA1708227,NA
ERR245834,SAMEA1708236,NA
ERR245835,SAMEA1708214,NA
ERR245836,SAMEA1708203,NA
ERR245837,SAMEA1708259,NA
ERR245838,SAMEA1708276,NA
ERR245839,SAMEA1708283,NA
ERR245840,SAMEA1708301,NA
ERR245841,SAMEA1708321,NA
ERR245842,SAMEA1708344,NA
ERR245843,SAMEA1708375,NA
ERR245844,SAMEA1708406,NA
ERR245845,SAMEA1708390,NA
ERR245847,SAMEA1708409,NA
ERR245848,SAMEA1708441,NA
ERR245849,SAMEA1708454,NA
ERR2503358,SAMEA104679568,NA
ERR2503359,SAMEA104684902,NA
ERR2503360,SAMEA104684903,NA
ERR2503361,SAMEA104684904,NA
ERR2503362,SAMEA104684905,NA
ERR2503364,SAMEA104684907,NA
ERR2503365,SAMEA104684908,NA
ERR2503366,SAMEA104684909,NA
ERR2503367,SAMEA104684910,NA
ERR2503369,SAMEA104684912,NA
ERR2503370,SAMEA104684913,NA
ERR2503371,SAMEA104684914,NA
ERR2503373,SAMEA104684916,NA
ERR2503374,SAMEA104684917,NA
ERR2503376,SAMEA104684919,NA
ERR2503377,SAMEA104684920,NA
ERR2503378,SAMEA104684921,NA
ERR2503379,SAMEA104684922,NA
ERR2503381,SAMEA104684924,NA
ERR2503382,SAMEA104684925,NA
ERR2503383,SAMEA104684926,NA
ERR2503384,SAMEA104684927,NA
ERR2503385,SAMEA104684928,NA
ERR2503386,SAMEA104684929,NA
ERR2503387,SAMEA104684930,NA
ERR2503388,SAMEA104684931,NA
ERR2503389,SAMEA104684932,NA
ERR2503390,SAMEA104684933,NA
ERR2503391,SAMEA104684934,NA
ERR2503392,SAMEA104684935,NA
ERR2503393,SAMEA104684936,NA
ERR2503394,SAMEA104684937,NA
ERR2503395,SAMEA104684938,NA
ERR2503396,SAMEA104684939,NA
ERR2503397,SAMEA104684940,NA
ERR2503398,SAMEA104684941,NA
ERR2503400,SAMEA104684943,NA
ERR2503401,SAMEA104684944,NA
ERR2503402,SAMEA104684945,NA
ERR2503403,SAMEA104684946,NA
ERR2503404,SAMEA104684947,NA
ERR2503405,SAMEA104684948,NA
ERR2503407,SAMEA104684950,NA
ERR2503408,SAMEA104684951,NA
ERR2503409,SAMEA104684952,NA
ERR2503410,SAMEA104684953,NA
ERR2503411,SAMEA104684954,NA
ERR2503412,SAMEA104684955,NA
ERR2503413,SAMEA104684956,NA
ERR2503414,SAMEA104684957,NA
ERR2503415,SAMEA104684958,NA
ERR2503416,SAMEA104684959,NA
ERR2503418,SAMEA104684961,NA
ERR2503419,SAMEA104684962,NA
ERR2503420,SAMEA104684963,NA
ERR2503421,SAMEA104684964,NA
ERR2503422,SAMEA104684965,NA
ERR2503423,SAMEA104684966,NA
ERR2503424,SAMEA104684967,NA
ERR2503425,SAMEA104684968,NA
ERR2503427,SAMEA104684970,NA
ERR2503428,SAMEA104684971,NA
ERR2503429,SAMEA104684972,NA
ERR2503430,SAMEA104684973,NA
ERR2503431,SAMEA104684974,NA
ERR2503432,SAMEA104684975,NA
ERR2503433,SAMEA104684976,NA
ERR2503434,SAMEA104684977,NA
ERR2503435,SAMEA104684978,NA
ERR2503436,SAMEA104684979,NA
ERR2503437,SAMEA104684980,NA
ERR2503438,SAMEA104684981,NA
ERR2503439,SAMEA104684982,NA
ERR2503440,SAMEA104684983,NA
ERR2503441,SAMEA104684984,NA
ERR2503442,SAMEA104684985,NA
ERR2503443,SAMEA104684986,NA
ERR2503444,SAMEA104684987,NA
ERR2503445,SAMEA104684988,NA
ERR2503447,SAMEA104684990,NA
ERR2503448,SAMEA104684991,NA
ERR2503451,SAMEA104684994,NA
ERR2503454,SAMEA104684997,NA
ERR2503455,SAMEA104684999,NA
ERR2503456,SAMEA104685000,NA
ERR2503457,SAMEA104685001,NA
ERR2503458,SAMEA104685002,NA
ERR2503459,SAMEA104685003,NA
ERR2503460,SAMEA104685004,NA
ERR2503461,SAMEA104685005,NA
ERR2503462,SAMEA104685006,NA
ERR2503463,SAMEA104685007,NA
ERR2503464,SAMEA104685008,NA
ERR2503465,SAMEA104685009,NA
ERR2503466,SAMEA104685010,NA
ERR2503467,SAMEA104685011,NA
ERR2503468,SAMEA104685012,NA
ERR2503469,SAMEA104685013,NA
ERR2503470,SAMEA104685014,NA
ERR2503471,SAMEA104685015,NA
ERR2503472,SAMEA104685016,NA
ERR2503473,SAMEA104685017,NA
ERR2503476,SAMEA104685020,NA
ERR2503477,SAMEA104685021,NA
ERR2503478,SAMEA104685022,NA
ERR2503479,SAMEA104685023,NA
ERR2503480,SAMEA104685024,NA
ERR2503481,SAMEA104685025,NA
ERR2503482,SAMEA104685026,NA
ERR2503485,SAMEA104685029,NA
ERR2503486,SAMEA104685030,NA
ERR2503487,SAMEA104685031,NA
ERR2503488,SAMEA104685032,NA
ERR2503489,SAMEA104685033,NA
ERR2503490,SAMEA104685034,NA
ERR2503491,SAMEA104685035,NA
ERR2503492,SAMEA104685036,NA
ERR2503493,SAMEA104685037,NA
ERR2503494,SAMEA104685038,NA
ERR2503495,SAMEA104685039,NA
ERR2503496,SAMEA104685040,NA
ERR2503497,SAMEA104685041,NA
ERR2503498,SAMEA104685042,NA
ERR2503499,SAMEA104685043,NA
ERR2503500,SAMEA104685044,NA
ERR2503501,SAMEA104685045,NA
ERR2503502,SAMEA104685046,NA
ERR2503503,SAMEA104685047,NA
ERR2503504,SAMEA104685048,NA
ERR2503505,SAMEA104685049,NA
ERR2503506,SAMEA104685050,NA
ERR2503507,SAMEA104685051,NA
ERR2503508,SAMEA104685052,NA
ERR2503509,SAMEA104685053,NA
ERR2503510,SAMEA104685054,NA
ERR2503511,SAMEA104685055,NA
ERR2503512,SAMEA104685056,NA
ERR2503513,SAMEA104685057,NA
ERR2503514,SAMEA104685058,NA
ERR2503515,SAMEA104685059,NA
ERR2503516,SAMEA104685060,NA
ERR2503517,SAMEA104685061,NA
ERR2503518,SAMEA104685062,NA
ERR2503519,SAMEA104685063,NA
ERR2503520,SAMEA104685064,NA
ERR2503521,SAMEA104685065,NA
ERR2503522,SAMEA104685066,NA
ERR2503524,SAMEA104685068,NA
ERR2503525,SAMEA104685069,NA
ERR2503526,SAMEA104685070,NA
ERR2503527,SAMEA104685071,NA
ERR2503529,SAMEA104685073,NA
ERR2503530,SAMEA104685074,NA
ERR2503531,SAMEA104685075,NA
ERR2503532,SAMEA104685076,NA
ERR2503533,SAMEA104685077,NA
ERR2503534,SAMEA104685078,NA
ERR2503535,SAMEA104685079,NA
ERR2503536,SAMEA104685080,NA
ERR2503537,SAMEA104685081,NA
ERR2503538,SAMEA104685082,NA
ERR2503539,SAMEA104685083,NA
ERR2503540,SAMEA104685084,NA
ERR2503541,SAMEA104685085,NA
ERR2503542,SAMEA104685086,NA
ERR2503543,SAMEA104685087,NA
ERR2503544,SAMEA104685088,NA
ERR2503545,SAMEA104685089,NA
ERR2503546,SAMEA104685090,NA
ERR2503547,SAMEA104685091,NA
ERR2503548,SAMEA104685092,NA
ERR2503549,SAMEA104685093,NA
ERR2503550,SAMEA104685094,NA
ERR2503551,SAMEA104685095,NA
ERR2503552,SAMEA104685096,NA
ERR2503553,SAMEA104685097,NA
ERR2503554,SAMEA104685098,NA
ERR2503555,SAMEA104685099,NA
ERR2503556,SAMEA104685100,NA
ERR2503557,SAMEA104685101,NA
ERR2503558,SAMEA104685102,NA
ERR2503559,SAMEA104685103,NA
ERR2503560,SAMEA104685104,NA
ERR2503561,SAMEA104685105,NA
ERR2503562,SAMEA104685106,NA
ERR2503563,SAMEA104685107,NA
ERR2503564,SAMEA104685108,NA
ERR2503565,SAMEA104685109,NA
ERR2503566,SAMEA104685110,NA
ERR2503567,SAMEA104685111,NA
ERR2503569,SAMEA104685113,NA
ERR2509674,SAMEA1100845,NA
ERR2509675,SAMEA1100846,NA
ERR2509676,SAMEA1100847,NA
ERR2509677,SAMEA1100848,NA
ERR2509678,SAMEA1100849,NA
ERR2509679,SAMEA1100850,NA
ERR2509680,SAMEA1100851,NA
ERR2509682,SAMEA1100853,NA
ERR2509683,SAMEA1100854,NA
ERR2509684,SAMEA1100860,NA
ERR2509685,SAMEA1100883,NA
ERR2509686,SAMEA1100884,NA
ERR2509879,SAMEA1100887,NA
ERR2509880,SAMEA1100855,NA
ERR2509881,SAMEA1100856,NA
ERR2509882,SAMEA1100857,NA
ERR2509883,SAMEA1100858,NA
ERR2509884,SAMEA1100862,NA
ERR2509887,SAMEA1100868,NA
ERR2509888,SAMEA1100870,NA
ERR2509889,SAMEA1100872,NA
ERR2509890,SAMEA1100874,NA
ERR2509892,SAMEA1100878,NA
ERR2509893,SAMEA1100880,NA
ERR2509894,SAMEA1100881,NA
ERR2509895,SAMEA1100882,NA
ERR2509896,SAMEA1100885,NA
ERR2509897,SAMEA1100886,NA
ERR2510128,SAMEA1101271,NA
ERR2510129,SAMEA1101272,NA
ERR2510130,SAMEA1101273,NA
ERR2510131,SAMEA1101274,NA
ERR2510132,SAMEA1101275,NA
ERR2510133,SAMEA1101276,NA
ERR2510134,SAMEA1101277,NA
ERR2510135,SAMEA1101278,NA
ERR2510136,SAMEA1101279,NA
ERR2510137,SAMEA1101280,NA
ERR2510138,SAMEA1101281,NA
ERR2510139,SAMEA1101282,NA
ERR2510140,SAMEA1101283,NA
ERR2510141,SAMEA1101284,NA
ERR2510142,SAMEA1101285,NA
ERR2510143,SAMEA1101286,NA
ERR2510144,SAMEA1101287,NA
ERR2510145,SAMEA1101288,NA
ERR2510146,SAMEA1101289,NA
ERR2510147,SAMEA1101290,NA
ERR2510148,SAMEA1101291,NA
ERR2510149,SAMEA1101292,NA
ERR2510150,SAMEA1101293,NA
ERR2510151,SAMEA1101294,NA
ERR2510152,SAMEA1101295,NA
ERR2510153,SAMEA1101296,NA
